STUDID,Sexe,Cycle,Grade,Programme,Premier_Trim,Dernier_Trim,Nb_trim_complete,Moyenne,ANNEE
10085793,M,1,Bac,Génie civil,20101,20153,9,2.18,2015/16
10088264,F,1,Bac,Génie civil,20103,20142,8,2.18,2013/14
10094656,F,1,Bac,Génie civil,20113,20161,10,2.18,2015/16
10094788,M,1,Bac,Génie civil,20113,20183,11,2.18,2018/19
10100311,M,1,Bac,Génie civil,20123,20192,12,2.18,2018/19
10106632,M,1,Bac,Génie civil,20141,20191,9,2.18,2018/19
10111489,M,1,Bac,Génie civil,20151,20191,8,2.18,2018/19
10078736,F,1,Bac,Génie électrique,20083,20171,14,2.18,2016/17
10097612,F,1,Bac,Génie électrique,20123,20161,8,2.18,2015/16
10101289,F,1,Bac,Génie électrique,20131,20173,10,2.18,2017/18
10098322,M,1,Bac,Génie industriel,20123,20161,8,2.18,2015/16
10072678,M,1,Bac,Génie informatique,20063,20112,8,2.18,2010/11
10080848,M,1,Bac,Génie informatique,20101,20152,8,2.18,2014/15
10078162,M,1,Bac,Génie logiciel,20083,20141,12,2.18,2013/14
10108064,M,1,Bac,Génie logiciel,20143,20191,10,2.18,2018/19
10074627,F,1,Bac,Génie mécanique,20073,20121,10,2.18,2011/12
10105983,F,1,Bac,Génie mécanique,20141,20193,11,2.18,2019/20
10106169,M,1,Bac,Génie mécanique,20141,20183,10,2.18,2018/19
10113940,F,1,Bac,Génie mécanique,20153,20193,10,2.18,2019/20
10112362,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20151,20163,4,2.18,2016/17
10091209,M,1,Bac,Génie civil,20111,20163,10,2.19,2016/17
10097282,F,1,Bac,Génie civil,20123,20171,10,2.19,2016/17
10106240,M,1,Bac,Génie civil,20143,20173,7,2.19,2017/18
10107331,M,1,Bac,Génie civil,20143,20193,10,2.19,2019/20
10107372,M,1,Bac,Génie civil,20143,20183,8,2.19,2018/19
10108556,M,1,Bac,Génie civil,20143,20191,10,2.19,2018/19
10102495,M,1,Bac,Génie civil,20153,20193,9,2.19,2019/20
10067461,F,1,Bac,Génie électrique,20052,20121,12,2.19,2011/12
10067432,F,1,Bac,Génie électrique,20053,20131,10,2.19,2012/13
10082584,M,1,Bac,Génie électrique,20093,20161,9,2.19,2015/16
10082673,M,1,Bac,Génie électrique,20093,20131,8,2.19,2012/13
10090846,M,1,Bac,Génie électrique,20113,20181,12,2.19,2017/18
10095993,F,1,Bac,Génie électrique,20121,20161,10,2.19,2015/16
10107135,M,1,Bac,Génie industriel,20143,20191,8,2.19,2018/19
10108160,M,1,Bac,Génie informatique,20143,20201,11,2.19,2019/20
10063713,M,1,Bac,Génie mécanique,20043,20111,11,2.19,2010/11
10077883,M,1,Bac,Génie mécanique,20083,20151,13,2.19,2014/15
10078586,M,1,Bac,Génie mécanique,20083,20132,11,2.19,2012/13
10083016,M,1,Bac,Génie mécanique,20093,20142,10,2.19,2013/14
10088628,M,1,Bac,Génie mécanique,20103,20143,10,2.19,2014/15
10100749,M,1,Bac,Génie mécanique,20133,20191,11,2.19,2018/19
10073187,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20122,20143,6,2.19,2014/15
10100581,M,1,Certificat,Automatisation Industrielle,20173,20183,3,2.20,2018/19
10084445,F,1,Certificat,Cyberenquête,20093,20123,7,2.20,2012/13
10084445,F,1,Certificat,Cyberfraude,20111,20133,6,2.20,2013/14
10105874,M,1,Certificat,Cybersécurité des réseaux informatiques,20141,20153,4,2.20,2015/16
10113617,M,1,Certificat,Cybersécurité des réseaux informatiques,20153,20173,5,2.20,2017/18
10116670,M,1,Certificat,Cybersécurité des réseaux informatiques,20163,20181,4,2.20,2017/18
10041792,M,1,Certificat,Design et fabrication,20121,20142,6,2.20,2013/14
10097740,M,1,Bac,Génie chimique,20123,20181,12,2.20,2017/18
10067537,M,1,Bac,Génie civil,20053,20113,13,2.20,2011/12
10069623,M,1,Bac,Génie civil,20061,20103,10,2.20,2010/11
10069646,M,1,Bac,Génie civil,20061,20103,10,2.20,2010/11
10070280,M,1,Bac,Génie civil,20063,20111,10,2.20,2010/11
10070902,M,1,Bac,Génie civil,20063,20121,11,2.20,2011/12
10065547,M,1,Bac,Génie civil,20071,20103,8,2.20,2010/11
10070005,M,1,Bac,Génie civil,20073,20113,9,2.20,2011/12
10074305,M,1,Bac,Génie civil,20073,20121,10,2.20,2011/12
10074977,M,1,Bac,Génie civil,20073,20121,10,2.20,2011/12
10078397,M,1,Bac,Génie civil,20083,20123,8,2.20,2012/13
10090536,M,1,Bac,Génie civil,20113,20171,12,2.20,2016/17
10093050,M,1,Bac,Génie civil,20113,20171,11,2.20,2016/17
10101190,F,1,Bac,Génie civil,20131,20201,13,2.20,2019/20
10101803,M,1,Bac,Génie civil,20133,20182,11,2.20,2017/18
10107341,M,1,Bac,Génie civil,20143,20201,11,2.20,2019/20
10071187,M,1,Bac,Génie électrique,20062,20121,11,2.20,2011/12
10105969,M,1,Bac,Génie électrique,20141,20182,10,2.20,2017/18
10113460,F,1,Bac,Génie électrique,20153,20201,10,2.20,2019/20
10086045,F,1,Bac,Génie géologique (coopératif),20101,20143,11,2.20,2014/15
10095978,F,1,Bac,Génie géologique (coopératif),20121,20181,9,2.20,2017/18
10101879,M,1,Bac,Génie industriel,20141,20173,8,2.20,2017/18
10073461,M,1,Bac,Génie informatique,20071,20121,11,2.20,2011/12
10098730,M,1,Bac,Génie logiciel,20123,20171,9,2.20,2016/17
10079935,F,1,Bac,Génie mécanique,20083,20171,14,2.20,2016/17
10078631,M,1,Bac,Génie physique,20083,20121,8,2.20,2011/12
10087939,M,1,Bac,Génie physique,20103,20151,10,2.20,2014/15
10032623,M,1,Certificat,Gestion des op. d'urgence en sécurité incendie,20103,20123,5,2.20,2012/13
10085916,M,1,Certificat,Mécanique du bâtiment,20101,20121,4,2.20,2011/12
10082641,M,1,Certificat,Mécanique du bâtiment,20121,20143,5,2.20,2014/15
10067444,M,1,Bac,Génie chimique,20053,20113,11,2.21,2011/12
10068852,F,1,Bac,Génie chimique,20053,20103,11,2.21,2010/11
10070033,M,1,Bac,Génie chimique,20061,20122,14,2.21,2011/12
10088074,F,1,Bac,Génie chimique,20103,20192,12,2.21,2018/19
10063861,M,1,Bac,Génie civil,20043,20111,11,2.21,2010/11
10070948,M,1,Bac,Génie civil,20063,20112,8,2.21,2010/11
10091134,M,1,Bac,Génie civil,20111,20152,9,2.21,2014/15
10104680,M,1,Bac,Génie civil,20133,20173,7,2.21,2017/18
10091318,M,1,Bac,Génie des mines (coopératif),20113,20163,12,2.21,2016/17
10071956,F,1,Bac,Génie électrique,20071,20123,10,2.21,2012/13
10065431,M,1,Bac,Génie électrique,20113,20151,8,2.21,2014/15
10114654,M,1,Bac,Génie électrique,20153,20201,9,2.21,2019/20
10076248,M,1,Bac,Génie industriel,20073,20141,10,2.21,2013/14
10079993,M,1,Bac,Génie industriel,20091,20141,9,2.21,2013/14
10066410,M,1,Bac,Génie mécanique,20061,20103,12,2.21,2010/11
10078688,M,1,Bac,Génie mécanique,20083,20122,9,2.21,2011/12
10085058,M,1,Bac,Génie mécanique,20101,20151,10,2.21,2014/15
10090743,M,1,Bac,Génie mécanique,20111,20161,13,2.21,2015/16
10092227,F,1,Bac,Génie mécanique,20113,20171,10,2.21,2016/17
10093034,M,1,Bac,Génie mécanique,20121,20171,11,2.21,2016/17
10095982,M,1,Bac,Génie mécanique,20121,20163,9,2.21,2016/17
10107409,M,1,Bac,Génie mécanique,20143,20191,9,2.21,2018/19
10098275,M,1,Bac,Génie physique,20123,20183,12,2.21,2018/19
10102982,M,1,Bac,Génie physique,20133,20191,10,2.21,2018/19
10104457,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20132,20143,4,2.21,2014/15
10073683,M,1,Bac,Génie civil,20071,20113,9,2.22,2011/12
10078300,M,1,Bac,Génie civil,20083,20133,11,2.22,2013/14
10119288,F,1,Bac,Génie civil,20163,20201,8,2.22,2019/20
10073398,M,1,Bac,Génie électrique,20071,20121,10,2.22,2011/12
10080678,M,1,Bac,Génie électrique,20083,20161,13,2.22,2015/16
10070350,M,1,Bac,Génie électrique,20113,20161,11,2.22,2015/16
10087274,F,1,Bac,Génie industriel,20103,20153,10,2.22,2015/16
10114782,M,1,Bac,Génie logiciel,20153,20201,10,2.22,2019/20
10074520,M,1,Bac,Génie mécanique,20073,20113,9,2.22,2011/12
10089141,M,1,Bac,Génie mécanique,20103,20143,10,2.22,2014/15
10097221,M,1,Bac,Génie mécanique,20123,20201,13,2.22,2019/20
10090829,F,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20122,20132,4,2.22,2012/13
10125508,F,1,Certificat,Cyberenquête,20181,20192,4,2.23,2018/19
10078522,M,1,Bac,Génie aérospatial,20093,20161,11,2.23,2015/16
10065700,M,1,Bac,Génie civil,20053,20103,10,2.23,2010/11
10072374,F,1,Bac,Génie civil,20073,20131,9,2.23,2012/13
10080142,F,1,Bac,Génie civil,20083,20153,11,2.23,2015/16
10077332,F,1,Bac,Génie civil,20091,20152,10,2.23,2014/15
10081451,M,1,Bac,Génie civil,20091,20141,10,2.23,2013/14
10089261,M,1,Bac,Génie civil,20113,20161,10,2.23,2015/16
10092878,M,1,Bac,Génie civil,20113,20153,10,2.23,2015/16
10094369,F,1,Bac,Génie civil,20121,20172,10,2.23,2016/17
10098179,F,1,Bac,Génie civil,20123,20183,11,2.23,2018/19
10103967,M,1,Bac,Génie civil,20133,20181,8,2.23,2017/18
10114722,M,1,Bac,Génie civil,20161,20201,9,2.23,2019/20
10083437,M,1,Bac,Génie des mines (coopératif),20093,20141,9,2.23,2013/14
10077768,F,1,Bac,Génie électrique,20083,20131,10,2.23,2012/13
10081100,M,1,Bac,Génie électrique,20091,20141,9,2.23,2013/14
10086320,F,1,Bac,Génie industriel,20103,20161,12,2.23,2015/16
10098173,M,1,Bac,Génie informatique,20123,20172,8,2.23,2016/17
10100694,M,1,Bac,Génie informatique,20133,20181,10,2.23,2017/18
10060130,M,1,Bac,Génie mécanique,20033,20112,12,2.23,2010/11
10070745,M,1,Bac,Génie mécanique,20063,20111,9,2.23,2010/11
10071709,M,1,Bac,Génie mécanique,20063,20141,12,2.23,2013/14
10086536,M,1,Bac,Génie mécanique,20103,20161,11,2.23,2015/16
10103643,M,1,Bac,Génie mécanique,20133,20201,13,2.23,2019/20
10107163,M,1,Bac,Génie mécanique,20143,20191,10,2.23,2018/19
10073467,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20072,20111,6,2.23,2010/11
10121857,M,1,Certificat,Techn. biomédicales-instrum.(stage),20173,20183,3,2.23,2018/19
10074744,F,1,Bac,Génie chimique,20073,20122,11,2.24,2011/12
10070205,M,1,Bac,Génie civil,20063,20121,8,2.24,2011/12
10088165,F,1,Bac,Génie civil,20103,20161,9,2.24,2015/16
10098337,M,1,Bac,Génie civil,20123,20171,10,2.24,2016/17
10105910,F,1,Bac,Génie civil,20141,20191,11,2.24,2018/19
10109863,F,1,Bac,Génie civil,20143,20193,9,2.24,2019/20
10105467,M,1,Bac,Génie civil,20161,20191,8,2.24,2018/19
10095312,M,1,Bac,Génie des mines (coopératif),20121,20173,11,2.24,2017/18
10066968,M,1,Bac,Génie électrique,20063,20121,10,2.24,2011/12
10070554,M,1,Bac,Génie électrique,20063,20111,10,2.24,2010/11
10088727,M,1,Bac,Génie électrique,20103,20153,12,2.24,2015/16
10103363,M,1,Bac,Génie électrique,20133,20181,10,2.24,2017/18
10074335,M,1,Bac,Génie informatique,20081,20121,9,2.24,2011/12
10089658,M,1,Bac,Génie informatique,20103,20151,8,2.24,2014/15
10074117,M,1,Bac,Génie logiciel,20073,20113,9,2.24,2011/12
10073331,F,1,Bac,Génie mécanique,20073,20151,11,2.24,2014/15
10078379,M,1,Bac,Génie mécanique,20083,20151,13,2.24,2014/15
10093193,M,1,Bac,Génie physique,20113,20163,11,2.24,2016/17
10106280,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20141,20161,5,2.24,2015/16
10079314,M,1,Certificat,Aéronautique,20083,20103,5,2.25,2010/11
10100488,M,1,Certificat,Cyberenquête,20123,20163,8,2.25,2016/17
10083707,M,1,Certificat,Cyberfraude,20113,20161,9,2.25,2015/16
10095250,M,1,Certificat,Cyberfraude,20113,20153,8,2.25,2015/16
10039596,M,1,Certificat,Cyberfraude,20171,20181,7,2.25,2017/18
10085886,M,1,Certificat,Cybersécurité des réseaux informatiques,20143,20161,4,2.25,2015/16
10119472,M,1,Certificat,Cybersécurité des réseaux informatiques,20163,20181,5,2.25,2017/18
10073047,M,1,Certificat,Électricité du bâtiment,20071,20111,9,2.25,2010/11
10031194,F,1,Certificat,Électricité du bâtiment,20093,20131,7,2.25,2012/13
10081904,M,1,Bac,Génie aérospatial,20093,20161,11,2.25,2015/16
10068504,M,1,Bac,Génie civil,20053,20111,11,2.25,2010/11
10069651,F,1,Bac,Génie civil,20061,20103,10,2.25,2010/11
10077046,M,1,Bac,Génie civil,20083,20123,8,2.25,2012/13
10086050,M,1,Bac,Génie civil,20103,20151,9,2.25,2014/15
10082179,M,1,Bac,Génie civil,20113,20183,11,2.25,2018/19
10095998,F,1,Bac,Génie civil,20121,20163,8,2.25,2016/17
10106569,M,1,Bac,Génie civil,20141,20183,9,2.25,2018/19
10115500,M,1,Bac,Génie géologique (coopératif),20153,20193,9,2.25,2019/20
10082574,F,1,Bac,Génie industriel,20093,20141,8,2.25,2013/14
10099796,M,1,Bac,Génie informatique,20123,20181,9,2.25,2017/18
10101756,F,1,Bac,Génie informatique,20133,20181,9,2.25,2017/18
10113858,M,1,Bac,Génie logiciel,20153,20191,8,2.25,2018/19
10067730,M,1,Bac,Génie mécanique,20053,20111,11,2.25,2010/11
10095791,M,1,Bac,Génie mécanique,20121,20161,10,2.25,2015/16
10094483,M,1,Bac,Génie mécanique,20123,20171,11,2.25,2016/17
10108074,M,1,Bac,Génie mécanique,20143,20183,9,2.25,2018/19
10116325,M,1,Bac,Génie physique,20153,20192,8,2.25,2018/19
10091561,M,1,Certificat,Gestion des op. d'urgence en sécurité incendie,20113,20161,10,2.25,2015/16
10093784,M,1,Certificat,Gestion des op. d'urgence en sécurité incendie,20113,20161,7,2.25,2015/16
10091070,M,1,Certificat,Mécanique du bâtiment,20111,20131,5,2.25,2012/13
10105518,M,1,Certificat,Mécanique du bâtiment,20143,20193,7,2.25,2019/20
10112332,M,1,Certificat,Mécanique du bâtiment,20151,20172,6,2.25,2016/17
10120258,F,1,Certificat,Mécanique du bâtiment,20162,20183,6,2.25,2018/19
10095878,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20121,20131,4,2.25,2012/13
10115796,M,1,Certificat,Techn. biomédicales-instrum.(stage),20153,20162,3,2.25,2015/16
10091940,M,1,Bac,Génie chimique,20113,20163,9,2.26,2016/17
10076654,M,1,Bac,Génie civil,20081,20163,10,2.26,2016/17
10077790,M,1,Bac,Génie civil,20083,20143,11,2.26,2014/15
10077821,M,1,Bac,Génie civil,20083,20121,8,2.26,2011/12
10078702,M,1,Bac,Génie civil,20083,20131,10,2.26,2012/13
10085923,M,1,Bac,Génie civil,20101,20141,10,2.26,2013/14
10088026,M,1,Bac,Génie civil,20103,20142,8,2.26,2013/14
10110622,M,1,Bac,Génie civil,20143,20192,10,2.26,2018/19
10112299,M,1,Bac,Génie civil,20161,20201,9,2.26,2019/20
10096711,M,1,Bac,Génie des mines (coopératif),20123,20192,13,2.26,2018/19
10069996,F,1,Bac,Génie électrique,20063,20112,9,2.26,2010/11
10076829,F,1,Bac,Génie électrique,20083,20141,10,2.26,2013/14
10078801,M,1,Bac,Génie électrique,20083,20143,13,2.26,2014/15
10085561,M,1,Bac,Génie électrique,20103,20171,10,2.26,2016/17
10090836,M,1,Bac,Génie électrique,20111,20152,10,2.26,2014/15
10074666,F,1,Bac,Génie industriel,20073,20121,8,2.26,2011/12
10087756,M,1,Bac,Génie industriel,20103,20171,12,2.26,2016/17
10098174,M,1,Bac,Génie industriel,20123,20171,9,2.26,2016/17
10043765,M,1,Bac,Génie informatique,20031,20122,10,2.26,2011/12
10075090,M,1,Bac,Génie logiciel,20073,20123,10,2.26,2012/13
10074567,M,1,Bac,Génie mécanique,20073,20121,10,2.26,2011/12
10079344,F,1,Bac,Génie mécanique,20091,20133,10,2.26,2013/14
10081441,M,1,Bac,Génie mécanique,20091,20141,10,2.26,2013/14
10098460,M,1,Bac,Génie mécanique,20123,20173,11,2.26,2017/18
10100226,F,1,Certificat,Électricité du bâtiment,20131,20151,5,2.27,2014/15
10072311,F,1,Bac,Génie chimique,20083,20133,9,2.27,2013/14
10072188,F,1,Bac,Génie civil,20071,20123,9,2.27,2012/13
10077512,M,1,Bac,Génie civil,20083,20191,9,2.27,2018/19
10078602,M,1,Bac,Génie civil,20083,20143,12,2.27,2014/15
10085820,M,1,Bac,Génie civil,20101,20171,11,2.27,2016/17
10087918,F,1,Bac,Génie civil,20103,20143,9,2.27,2014/15
10085908,M,1,Bac,Génie civil,20133,20171,8,2.27,2016/17
10107651,M,1,Bac,Génie civil,20151,20201,9,2.27,2019/20
10097065,M,1,Bac,Génie électrique,20123,20162,8,2.27,2015/16
10101237,M,1,Bac,Génie géologique (coopératif),20131,20181,9,2.27,2017/18
10083364,M,1,Bac,Génie industriel,20093,20141,9,2.27,2013/14
10083523,F,1,Bac,Génie industriel,20093,20133,9,2.27,2013/14
10110076,M,1,Bac,Génie industriel,20151,20193,9,2.27,2019/20
10111098,M,1,Bac,Génie industriel,20151,20193,9,2.27,2019/20
10073295,M,1,Bac,Génie informatique,20071,20122,11,2.27,2011/12
10078231,M,1,Bac,Génie informatique,20083,20133,9,2.27,2013/14
10106299,M,1,Bac,Génie informatique,20141,20193,11,2.27,2019/20
10070355,M,1,Bac,Génie logiciel,20063,20113,10,2.27,2011/12
10070118,M,1,Bac,Génie mécanique,20083,20131,9,2.27,2012/13
10078899,M,1,Bac,Génie mécanique,20083,20131,10,2.27,2012/13
10088349,M,1,Bac,Génie mécanique,20103,20161,12,2.27,2015/16
10096071,M,1,Bac,Génie mécanique,20121,20171,10,2.27,2016/17
10098759,M,1,Bac,Génie mécanique,20123,20171,9,2.27,2016/17
10087513,M,1,Bac,Génie physique,20103,20143,9,2.27,2014/15
10102178,M,1,Bac,Génie physique,20133,20181,10,2.27,2017/18
10103840,F,1,Bac,Génie physique,20133,20181,10,2.27,2017/18
10106882,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20141,20153,4,2.27,2015/16
10085218,M,1,Certificat,Cyberenquête,20093,20121,6,2.28,2011/12
10046248,M,1,Bac,Génie chimique,20063,20121,11,2.28,2011/12
10077307,M,1,Bac,Génie chimique,20081,20121,8,2.28,2011/12
10079732,F,1,Bac,Génie chimique,20082,20133,11,2.28,2013/14
10103855,F,1,Bac,Génie chimique,20133,20201,12,2.28,2019/20
10071093,M,1,Bac,Génie civil,20063,20103,9,2.28,2010/11
10074563,F,1,Bac,Génie civil,20072,20111,8,2.28,2010/11
10074813,F,1,Bac,Génie civil,20073,20111,8,2.28,2010/11
10078752,M,1,Bac,Génie civil,20083,20123,9,2.28,2012/13
10080851,M,1,Bac,Génie civil,20091,20123,7,2.28,2012/13
10060227,M,1,Bac,Génie civil,20103,20142,7,2.28,2013/14
10111156,M,1,Bac,Génie civil,20151,20193,8,2.28,2019/20
10101421,M,1,Bac,Génie des mines (coopératif),20131,20182,9,2.28,2017/18
10078502,M,1,Bac,Génie électrique,20083,20131,10,2.28,2012/13
10093828,M,1,Bac,Génie électrique,20113,20163,10,2.28,2016/17
10113343,M,1,Bac,Génie électrique,20153,20201,9,2.28,2019/20
10093327,F,1,Bac,Génie géologique (coopératif),20113,20162,9,2.28,2015/16
10093349,M,1,Bac,Génie géologique (coopératif),20113,20161,10,2.28,2015/16
10088542,M,1,Bac,Génie industriel,20103,20153,11,2.28,2015/16
10092826,M,1,Bac,Génie industriel,20113,20151,8,2.28,2014/15
10102607,M,1,Bac,Génie industriel,20133,20191,10,2.28,2018/19
10103508,F,1,Bac,Génie industriel,20133,20173,9,2.28,2017/18
10109097,M,1,Bac,Génie logiciel,20153,20201,9,2.28,2019/20
10072693,M,1,Bac,Génie mécanique,20063,20122,9,2.28,2011/12
10092476,M,1,Bac,Génie mécanique,20113,20171,9,2.28,2016/17
10107196,M,1,Bac,Génie mécanique,20143,20193,9,2.28,2019/20
10107655,M,1,Bac,Génie mécanique,20153,20201,10,2.28,2019/20
10114365,M,1,Bac,Génie mécanique,20153,20201,9,2.28,2019/20
10101000,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20131,20133,3,2.28,2013/14
10111571,M,1,Certificat,Perfect. en ing. des dipl. en génie de l'étranger,20151,20153,3,2.28,2015/16
10089644,M,1,Certificat,Aéronautique,20113,20141,5,2.29,2013/14
10086215,F,1,Bac,Génie chimique,20101,20183,11,2.29,2018/19
10066505,F,1,Bac,Génie civil,20053,20103,10,2.29,2010/11
10072662,M,1,Bac,Génie civil,20063,20113,9,2.29,2011/12
10084019,M,1,Bac,Génie civil,20093,20153,11,2.29,2015/16
10076812,M,1,Bac,Génie civil,20101,20153,10,2.29,2015/16
10091094,M,1,Bac,Génie civil,20111,20163,10,2.29,2016/17
10095770,M,1,Bac,Génie civil,20121,20181,11,2.29,2017/18
10097527,F,1,Bac,Génie civil,20123,20183,10,2.29,2018/19
10101727,F,1,Bac,Génie civil,20133,20183,10,2.29,2018/19
10106376,M,1,Bac,Génie civil,20153,20201,8,2.29,2019/20
10113311,M,1,Bac,Génie civil,20153,20201,9,2.29,2019/20
10077789,M,1,Bac,Génie électrique,20093,20141,10,2.29,2013/14
10083780,M,1,Bac,Génie électrique,20101,20171,10,2.29,2016/17
10090936,F,1,Bac,Génie électrique,20111,20171,10,2.29,2016/17
10101583,M,1,Bac,Génie électrique,20133,20201,11,2.29,2019/20
10106017,F,1,Bac,Génie industriel,20141,20181,9,2.29,2017/18
10112110,M,1,Bac,Génie industriel,20151,20191,9,2.29,2018/19
10076718,M,1,Bac,Génie informatique,20081,20123,10,2.29,2012/13
10098456,M,1,Bac,Génie informatique,20133,20173,9,2.29,2017/18
10083402,M,1,Bac,Génie logiciel,20093,20143,12,2.29,2014/15
10070510,F,1,Bac,Génie mécanique,20063,20103,9,2.29,2010/11
10073858,M,1,Bac,Génie mécanique,20081,20141,11,2.29,2013/14
10077818,M,1,Bac,Génie mécanique,20083,20131,8,2.29,2012/13
10082812,M,1,Bac,Génie mécanique,20093,20143,9,2.29,2014/15
10083724,F,1,Bac,Génie mécanique,20093,20151,10,2.29,2014/15
